Absolute Branch Coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LPF,,,,,,,,,,,,,LPF-NDP,,,,,,,,,,,
Xlog1py,,,67.17028555,75.24401313,81.27207987,85.06318509,86.93849054,89.01207848,91.983523,95.38225232,96.51469664,97.8216854,98.82566501,100,,72.27675766,76.01480137,76.98387209,78.82147595,81.0514557,82.00656287,82.49947637,82.91000489,83.75759268,83.84835579,84.4445996,84.69594359
Xlogy,,,73.60644147,78.37982136,83.17628894,87.30321352,89.27432505,90.8038845,91.79088325,92.55277702,94.07512157,95.38967692,97.31749903,100,,72.62232868,75.14898775,77.83004574,79.13882917,80.2455953,82.45768459,83.08105222,83.89489329,84.05506414,84.11999827,84.68997561,85.30757132
BiasAdd,,,86.43336589,94.53626216,97.80956031,98.92208611,99.24101017,99.43632026,99.51172479,99.73299381,99.74782748,99.78367554,99.99011088,100,,76.85328257,79.76686404,81.23910652,83.07971865,84.69040879,86.23681966,86.91916882,87.82773156,88.45939899,89.36178103,89.85252852,90.17886943
Elu,,,99.93798257,99.93798257,99.93798257,99.96899129,99.96899129,99.96899129,100,100,100,100,100,100,,99.78914075,99.8263512,99.8263512,99.8263512,99.8263512,99.8263512,99.8263512,99.8263512,99.8263512,99.8263512,99.8263512,99.8263512
LogSoftmax,,,97.48117892,98.54036521,98.90477335,99.15505366,99.52146404,99.76773987,99.76773987,99.77574884,99.77975332,99.96195739,100,100,,96.55814512,96.61020343,96.64223931,96.64223931,96.64223931,96.64223931,96.64223931,96.64223931,96.64223931,96.64223931,96.64223931,96.64223931
NthElement,,,93.19210829,94.11875103,95.32455955,95.96265278,96.73446407,97.51565909,98.31796749,98.66516527,99.11089216,99.7044127,99.81232552,100,,94.70523377,96.09637084,96.25824008,96.51629249,96.52333028,96.99955427,97.79951674,98.4329181,98.62763038,98.69566237,98.69566237,98.72381355
Relu,,,99.85512229,100,100,100,100,100,100,100,100,100,100,100,,99.72006679,99.87722228,99.89441116,99.92387781,99.92387781,99.92387781,99.92387781,99.92387781,99.92387781,99.92387781,99.92387781,99.92387781
Relu6,,,99.76499058,100,100,100,100,100,100,100,100,100,100,100,,99.83479536,99.92554157,99.95811713,99.95811713,99.95811713,99.95811713,99.95811713,99.95811713,99.95811713,99.95811713,99.95811713,99.95811713
Softmax,,,98.88793841,98.95358784,99.08090795,99.44297452,99.56830525,99.74933853,99.87069051,99.90450992,99.99602125,99.99801062,100,100,,96.24803549,96.32164243,96.32164243,96.32164243,96.32164243,96.32164243,96.32164243,96.32164243,96.32164243,96.32164243,96.32164243,96.32164243
Softplus,,,100,100,100,100,100,100,100,100,100,100,100,100,,99.92379675,99.99085561,99.99085561,99.99085561,99.99085561,99.99085561,99.99085561,99.99085561,99.99085561,99.99085561,99.99085561,99.99085561
Softsign,,,99.96839743,100,100,100,100,100,100,100,100,100,100,100,,99.70925639,99.81986537,99.81986537,99.81986537,99.81986537,99.81986537,99.81986537,99.81986537,99.81986537,99.81986537,99.81986537,99.81986537
SerializeTensor,,,99.88919518,99.96756932,99.99459489,99.99729744,100,100,100,100,100,100,100,100,,99.84054916,99.91081563,99.94324631,99.94324631,99.94324631,99.94324631,99.95946165,99.95946165,99.95946165,99.95946165,99.95946165,99.95946165
Multinomial,,,87.13342802,88.71250731,90.36121091,90.97668978,91.32759629,92.66716796,93.22416242,93.92876041,94.24903222,96.70816275,98.3512964,100,,78.07112819,86.85493079,87.9800596,88.45071992,89.39204055,90.09106859,91.26911187,91.27468182,92.2911967,93.31328153,93.31328153,93.31328153
RandomUniformInt,,,81.05447539,81.05447539,82.02136977,82.02136977,82.05640217,82.05640217,83.43667893,83.43667893,83.49623402,83.53476966,99.84235418,99.84235418,,97.73690664,97.99614644,97.99614644,97.99964968,97.99964968,97.99964968,97.99964968,98.38850937,99.23979681,99.23979681,100,100
AsString,,,91.28069886,91.97022142,92.06087578,92.06087578,92.60754904,92.60754904,92.97291358,93.011373,94.09098401,94.09098401,94.09098401,95.11840009,,90.36041976,91.338388,92.30536784,93.34926652,94.93709137,95.20630735,96.01120818,96.55238723,97.409483,98.44514038,99.32970716,100
RegexReplace,,,99.97231642,99.97231642,99.97577687,99.97577687,99.97577687,99.97577687,99.97577687,99.97577687,99.97577687,99.97577687,99.97577687,99.97577687,,99.92733061,99.95501419,99.95847463,99.95847463,99.97923732,99.98961866,99.98961866,100,100,100,100,100
StringLength,,,100,100,100,100,100,100,100,100,100,100,100,100,,99.92139542,99.92513849,99.92513849,99.92513849,99.92513849,99.92513849,99.92513849,99.92513849,99.92513849,99.92513849,99.92513849,99.92513849
StringLower,,,99.97830332,99.97830332,99.97830332,99.97830332,99.97830332,99.97830332,99.97830332,99.97830332,99.97830332,99.97830332,99.97830332,99.97830332,,100,100,100,100,100,100,100,100,100,100,100,100
StringUpper,,,100,100,100,100,100,100,100,100,100,100,100,100,,99.9674738,99.97108782,99.97108782,99.97108782,99.97108782,99.97108782,99.97108782,99.97108782,99.98554391,99.98554391,99.98554391,99.98554391
UnicodeScript,,,99.96336728,99.96336728,99.96336728,99.96336728,99.96336728,99.96336728,99.96336728,99.96336728,100,100,100,100,,99.89742838,99.9084182,99.9084182,99.9084182,99.9084182,99.9084182,99.9084182,99.9084182,99.9084182,99.9084182,99.9084182,99.91208147
,,,,,,,,,,,,,,,,,,,,,,,,,,,
upper quartile,,,99.91454682,99.96307414,99.9694531,99.97195892,99.97479996,99.97550657,99.98000002,99.9833892,99.99348642,100,100,100,,99.90078169,99.9326625,99.94516332,99.94516332,99.95232507,99.96056197,99.96123423,99.96658508,99.97032534,99.97947161,99.98546479,100
median,,,95.21590937,96.64549668,97.80956031,98.92066264,99.28448422,99.5100536,99.87069051,99.87709095,99.89462234,99.92645092,99.94656098,100,,96.55814512,96.77791128,97.24871877,97.99964968,97.99964968,98.30242391,98.69242367,98.84178045,99.09271474,99.16382629,99.52839171,99.85307082
lower quartile,,,76.08953516,80.16183862,84.37308018,87.16056982,89.37349105,91.44419104,93.098538,95.31018149,96.15506841,97.58814107,98.98400816,99.9854561,,77.40700729,80.84110133,82.25736386,83.45521356,85.34989503,86.26943738,86.76380718,87.84198105,88.24659697,89.47954823,89.9510673,90.58646521
